Palabras,shakespeare_the_merchant_of_venice.txt,shakespeare_romeo_juliet.txt,shakespeare_hamlet.txt,dickens_a_christmas_carol.txt,dickens_oliver_twist.txt,dickens_a_tale_of_two_cities.txt,
infaith,0,0,2,0,0,0,
infallible,0,0,0,0,2,1,
infallibly,0,0,0,0,2,2,
infamous,0,0,0,1,2,7,
infamy,0,0,0,0,1,2,
infancy,0,0,0,1,2,2,
infant,0,1,1,1,12,1,
infatuation,0,0,0,0,1,0,
infect,0,0,3,0,1,2,
infection,1,2,0,2,0,1,
infectious,0,1,0,0,0,0,
infer,0,0,0,0,0,2,
inference,0,0,0,0,0,1,
inferior,0,0,0,0,3,0,
inferiority,0,0,0,0,1,0,
infernal,0,0,0,1,5,2,
infidel,2,0,0,0,0,0,
infinite,1,1,3,0,0,4,
infinitely,1,0,0,1,0,1,
infirmary,0,0,0,0,1,0,
infirmity,0,0,0,0,2,1,
inflame,0,0,0,0,1,0,
inflammatory,0,0,0,0,1,0,
inflate,0,0,0,0,0,1,
inflexible,0,0,0,0,2,0,
inflict,0,0,0,0,7,2,
inflicting,0,0,0,0,0,1,
influence,0,0,0,4,15,31,
influential,0,0,0,0,0,1,
infold,1,1,0,0,0,0,
inform,1,0,0,1,12,8,
informant,0,0,0,0,1,1,
information,8,5,7,8,21,19,
informe,0,0,1,0,0,0,
informed,0,0,0,0,1,1,
informer,0,0,0,0,1,1,
infraction,0,0,0,0,0,1,
infringement,1,1,1,1,1,1,
infuriate,0,0,0,0,3,0,
infus,1,0,0,0,0,0,
infuse,1,0,0,0,0,1,
ing,0,1,0,0,0,0,
ingag,0,0,1,0,0,0,
ingenious,0,0,1,0,9,1,
ingeniously,0,0,0,0,1,0,
ingenuity,0,0,0,0,2,4,
ingratitude,1,0,0,0,2,0,
ingress,0,0,0,0,0,1,
inhabit,0,0,0,0,3,1,
inhabitant,0,0,0,0,5,4,
inhale,0,0,0,0,1,0,
inherit,0,1,0,0,2,2,
inheritance,0,0,1,0,2,3,
inheritor,0,0,1,0,0,1,
inhibition,0,0,1,0,0,0,
inhuman,1,0,0,0,1,1,
initial,0,0,0,0,0,3,
initiate,0,0,0,0,1,0,
injunction,1,0,0,0,5,2,
injur,0,1,0,0,0,0,
injure,0,0,0,0,6,4,
injured,0,0,0,0,1,0,
injurious,0,0,0,0,1,1,
injury,0,1,0,0,4,2,
injustice,0,0,0,0,2,0,
ink,0,1,0,0,0,2,
inkstand,0,0,0,0,2,0,
inky,0,0,1,0,0,0,
inland,1,0,0,0,1,0,
inlarg,0,0,1,0,0,0,
inlay,1,0,0,0,0,0,
inlet,0,0,0,0,1,0,
inline,0,1,1,0,0,0,
inmate,0,0,0,0,10,4,
inmost,0,0,1,0,2,0,
inn,0,0,0,0,8,7,
innately,0,0,0,0,0,1,
inner,0,0,0,0,1,5,
innermost,0,0,0,0,1,2,
innocculate,0,0,1,0,0,0,
innocence,1,0,0,0,2,0,
innocent,0,0,1,1,12,17,
innocently,0,0,0,0,3,0,
innouation,0,0,1,0,0,0,
innumerable,0,0,0,1,0,0,
inoble,0,0,3,0,0,0,
inoffensive,0,0,0,0,0,1,
inqu,0,0,0,0,1,0,
inquest,0,0,0,0,2,0,
inquire,3,0,0,7,123,15,
inquiries,0,0,0,0,0,1,
inquiringly,0,0,0,0,0,2,
inquiry,0,0,1,1,24,8,
inquisitive,0,0,0,0,1,2,
inquisitively,0,0,0,0,0,2,
insatiate,0,0,0,0,0,1,
inscribe,0,0,0,0,0,2,
inscription,2,0,0,0,1,5,
inscroll,1,0,0,0,0,0,
inscrutability,0,0,0,0,0,1,
inscrutable,0,0,0,0,0,2,
insculp,1,0,0,0,0,0,
insect,0,0,0,1,2,0,
insecure,0,0,0,0,1,0,
insensate,0,0,0,0,0,1,
insensible,0,0,0,0,5,7,
insensibly,0,0,0,0,2,0,
inseparable,0,0,0,0,3,1,
insert,1,0,1,0,2,0,
inside,0,0,0,3,21,11,
insignificant,0,0,0,1,0,0,
insinuate,0,0,0,0,2,0,
insinuation,0,0,1,0,0,1,
insist,0,0,0,1,4,2,
insolence,0,0,1,0,0,0,
insolent,0,0,0,0,2,4,
insomuch,0,0,0,0,0,1,
inspect,0,0,0,0,4,2,
inspection,0,0,0,1,4,2,
inspiration,1,0,0,0,0,1,
inspire,0,0,0,0,0,7,
instal,0,0,0,0,0,1,
instalment,0,0,0,1,0,1,
instance,0,1,3,1,6,7,
instant,2,1,4,5,53,16,
instantaneous,0,0,0,1,1,0,
instantaneously,0,0,0,0,2,0,
instantly,3,0,1,4,4,7,
instead,0,0,0,5,7,8,
instill,0,0,0,0,1,0,
instinct,0,0,0,0,2,1,
instinctive,0,0,0,0,0,4,
instinctively,0,0,0,0,4,2,
institution,0,0,0,0,0,2,
instruct,0,0,0,0,3,1,
instructed,0,0,0,0,0,1,
instruction,2,0,0,0,2,4,
instrument,0,2,2,0,2,11,
instrumental,0,0,0,0,1,0,
instrumentall,0,0,1,0,0,0,
insufferable,0,0,0,0,0,1,
insufficient,0,0,0,0,0,2,
insult,0,0,0,0,5,1,
insulter,0,0,0,0,0,1,
insupportable,0,0,0,0,1,1,
int,1,0,0,0,0,0,
intangible,0,0,0,0,0,1,
integrity,0,0,0,0,0,1,
intellectual,2,0,1,2,4,3,
intelligence,0,0,0,0,27,8,
intelligent,0,0,0,1,3,1,
intelligible,0,0,0,0,3,5,
intelligibly,0,0,0,0,0,1,
intend,0,4,3,0,5,7,
intense,0,0,0,1,8,1,
intensely,0,0,0,0,1,3,
intensified,0,0,0,0,0,1,
intensity,0,0,0,0,3,2,
intent,1,4,2,3,7,16,
intention,0,0,0,2,11,11,
intently,0,0,0,2,6,1,
inter,2,1,1,1,0,0,
intercede,0,0,0,1,0,0,
intercession,0,1,0,0,1,0,
intercessor,1,0,0,0,0,0,
interchange,0,1,0,0,2,6,
intercourse,0,0,0,2,0,0,
interduce,0,0,0,0,1,0,
interest,5,1,0,3,33,29,
interested,0,0,0,0,7,7,
interesting,0,0,0,1,8,2,
interfere,0,0,0,2,7,4,
interfered,0,0,0,0,1,0,
interference,0,0,0,0,3,0,
interim,0,0,1,0,0,0,
interior,1,0,0,0,2,1,
interline,0,1,1,0,0,0,
intermediate,0,0,0,1,0,1,
interment,0,0,0,0,1,1,
interminable,0,0,0,0,1,0,
intermission,1,0,0,0,0,1,
internal,1,0,0,1,4,3,
internally,0,0,0,0,0,1,
international,1,0,0,1,1,1,
internet,0,2,0,0,0,0,
interpose,0,0,0,0,29,7,
interposed,0,0,0,0,2,0,
interposer,1,0,0,0,0,0,
interposing,0,0,0,0,2,0,
interpret,1,0,1,1,3,1,
interpreter,1,0,0,0,0,1,
interr,0,1,0,0,0,0,
interre,0,0,1,0,0,0,
interrogate,0,0,0,0,0,2,
interrogation,0,0,0,0,1,0,
interrogatory,0,0,0,0,1,0,
interrupt,0,1,0,0,18,4,
interrupted,0,0,0,0,1,1,
interrupting,0,0,0,0,4,1,
interruption,0,0,0,0,7,1,
intersect,0,0,0,0,0,1,
intersperse,0,0,0,0,1,0,
interval,0,0,0,0,6,12,
intervals,0,0,0,0,0,1,
intervene,0,0,0,0,0,1,
intervening,0,0,0,0,1,1,
intervention,0,0,0,1,0,0,
interview,0,0,0,0,16,4,
interviews,0,0,0,0,0,1,
intill,0,0,1,0,0,0,
intimacy,0,0,0,0,1,1,
intimate,0,0,0,0,11,4,
intimated,0,0,0,0,3,0,
intimately,0,0,0,0,1,0,
intimating,0,0,0,0,1,0,
intimation,0,0,0,1,4,0,
intolerable,0,0,0,0,0,1,
intolerably,0,0,0,0,1,0,
intoxicate,0,0,0,0,1,0,
intoxicated,0,0,0,0,0,1,
intoxication,0,0,0,0,0,2,
intreat,0,0,2,0,0,0,
intreate,0,0,2,0,0,0,
intreaty,0,0,1,0,0,0,
intricacy,0,0,0,0,2,0,
intricate,0,0,0,1,3,1,
intrigue,0,0,0,0,0,1,
introduce,0,0,1,1,7,1,
introduction,0,0,0,0,1,2,
introductory,0,0,0,0,4,0,
intrude,0,0,1,0,1,0,
intrusion,0,1,0,0,1,0,
intrusively,0,0,0,0,1,0,
inuentor,0,0,1,0,0,0,
inuestment,0,0,1,0,0,0,
inuite,0,0,2,0,0,0,
inundation,0,1,0,0,0,2,
invalid,0,0,0,0,3,0,
invalidity,1,0,0,1,1,1,
invaluable,0,0,0,0,2,0,
invariable,0,0,0,0,2,0,
invariably,0,0,0,0,3,3,
invective,0,0,0,0,1,0,
invent,0,0,0,0,1,0,
invention,0,0,0,0,1,1,
inventory,0,0,0,0,1,0,
inversion,0,0,0,0,0,1,
invest,0,0,0,0,1,3,
investigate,0,0,0,0,1,0,
investigation,0,0,0,0,3,0,
investment,0,0,0,1,0,0,
inveteracy,0,0,0,0,0,1,
inveterate,0,0,0,0,0,1,
invigorate,0,0,0,0,0,1,
invincible,0,0,0,0,1,0,
inviolate,0,0,0,0,0,2,
invisible,0,0,0,5,0,4,
invitation,0,0,0,0,5,0,
invite,0,2,0,0,1,4,
invocation,0,1,0,0,0,0,
invoke,0,0,0,0,2,0,
involuntarily,0,0,0,1,9,0,
involuntary,0,0,0,0,1,3,
involve,0,0,1,1,10,7,
involved,0,0,0,0,1,2,
invulnerable,0,0,1,0,0,0,
inwalable,0,0,0,0,1,0,
inward,1,0,2,0,3,2,
inwardly,0,0,0,0,1,0,
inwented,0,0,0,0,1,0,
iocond,0,0,1,0,0,0,
iohn,0,0,1,0,0,0,
iot,0,0,2,0,0,0,
ioue,0,0,2,0,0,0,
iouerney,0,0,1,0,0,0,
iournie,0,0,1,0,0,0,
iowle,0,0,1,0,0,0,
ioy,0,0,8,0,0,0,
ioyes,0,0,2,0,0,0,
ioyfully,0,0,1,0,0,0,
ioyne,0,0,2,0,0,0,
ioynt,0,0,2,0,0,0,
ioyntly,0,0,1,0,0,0,
ioyntresse,0,0,1,0,0,0,
irascible,0,0,0,0,2,0,
ire,0,0,0,0,1,0,
irish,0,0,0,0,2,0,
iron,0,5,0,8,21,23,
ironical,0,0,0,0,3,1,
ironmongery,0,0,0,1,0,0,
irregular,0,0,0,0,0,1,
irrelevant,0,0,0,0,1,0,
irreligious,0,0,0,0,0,1,
irrepressible,0,0,0,1,5,2,
irresistible,0,0,0,2,1,0,
irresistibly,0,0,0,2,2,0,
irresolute,0,0,0,0,3,1,
irresolutely,0,0,0,0,0,1,
irresolution,0,0,0,1,1,0,
irreverent,0,0,0,0,1,0,
irritable,0,0,0,0,2,0,
irritating,0,0,0,0,1,0,
irritation,0,0,0,0,2,0,
irruption,0,0,0,0,0,3,
irs,1,0,0,1,1,1,
isbn,0,0,0,1,0,0,
island,0,0,0,1,4,2,
isleworth,0,0,0,0,1,0,
islington,0,0,0,0,4,0,
iso,0,0,0,1,0,0,
isolate,0,0,0,0,0,1,
israel,0,0,1,0,0,0,
issue,3,2,2,2,7,7,
ist,0,0,4,0,0,0,
istwentus,0,0,0,0,1,0,
italian,1,0,1,0,0,0,
italic,1,0,0,0,0,0,
italy,3,1,0,0,0,0,
itch,0,1,0,0,0,0,
item,0,1,1,1,2,0,
iudge,0,0,4,0,0,0,
iudgement,0,0,11,0,0,0,
iudgements,0,0,1,0,0,0,
iudicious,0,0,1,0,0,0,
iuggel,0,0,1,0,0,0,
iulius,0,0,1,0,0,0,
iumpe,0,0,1,0,0,0,
iust,0,0,3,0,0,0,
iustice,0,0,1,0,0,0,
iustly,0,0,3,0,0,0,
iuyce,0,0,1,0,0,0,
iv,6,5,0,0,2,6,
ivory,1,0,0,0,0,0,
ivy,0,0,0,2,1,1,
ix,2,0,0,0,2,4,
izaak,0,0,0,0,0,1,
jack,1,3,0,1,10,3,
jackal,0,0,0,0,0,16,
jackanape,0,0,0,0,1,0,
jacket,0,0,0,0,6,0,
jacob,7,0,0,17,3,0,
jacobin,0,0,0,0,0,2,
jacque,0,0,0,0,0,19,
jacquerie,0,0,0,0,0,1,
jacques,0,0,0,0,0,54,
jade,0,0,0,0,2,0,
jag,0,0,0,0,1,0,
jaggedly,0,0,0,0,0,1,
jail,0,0,0,0,7,0,
jailer,0,0,0,0,14,0,
jailor,0,0,0,0,1,0,
jalousie,0,0,0,0,0,1,
jamaica,0,0,0,0,1,0,
james,0,1,0,0,0,0,
janet,0,0,0,2,0,0,
jangle,0,0,0,0,0,1,
january,0,0,0,0,0,1,
janus,1,0,0,0,0,0,
japan,0,0,0,0,1,0,
jar,0,0,0,0,0,2,
jargon,0,0,0,0,0,1,
jarring,0,0,0,0,0,1,
jarvis,0,0,0,0,0,19,
jason,2,0,0,0,0,0,
jaunce,0,2,0,0,0,0,
jaundice,1,0,0,0,1,0,
jaw,0,1,0,2,5,5,
jealous,1,4,0,0,1,1,
jealously,0,0,0,0,0,1,
jealousy,1,0,0,0,2,0,
ject,0,1,0,0,0,0,
jeer,0,0,0,0,3,0,
jeering,0,0,0,0,1,0,
jeffrie,0,0,0,0,0,1,
jem,0,0,0,0,5,0,
jemmy,0,0,0,0,1,0,
jeremiah,0,0,0,0,0,1,
jerk,0,0,0,0,9,4,
jerked,0,0,0,0,0,1,
jerry,0,0,0,0,0,108,
jessamine,0,0,0,0,1,0,
jessica,59,0,0,0,0,0,
jest,1,7,0,1,2,2,
jesting,0,0,0,0,0,1,
jesu,0,3,0,0,0,0,
jet,1,0,0,1,0,0,
jew,71,0,0,0,323,0,
jewel,5,1,0,0,3,3,
jewellery,0,0,0,0,2,0,
jewess,1,0,0,0,0,0,
jewish,2,0,0,0,0,0,
jews,1,0,0,0,0,0,
jezebels,0,0,0,0,0,1,
jiffy,0,0,0,1,0,0,
jingle,0,0,0,0,0,2,
jingling,0,0,0,0,2,0,
jining,0,0,0,0,1,0,
jinte,0,0,0,0,0,1,
job,0,0,0,0,9,6,
jobbing,0,0,0,0,0,1,
jocosely,0,0,0,0,0,1,
jocosity,0,0,0,0,1,0,
jocularity,0,0,0,0,1,0,
jocund,0,1,0,1,0,0,
joe,0,0,0,22,1,7,
jog,0,0,0,0,1,0,
jogging,0,0,0,0,1,0,
john,0,10,0,1,5,10,
join,0,2,0,6,19,13,
joined,0,0,0,0,1,0,
joiner,0,1,0,0,0,0,
joining,0,0,0,0,1,0,
joint,0,5,0,1,4,5,
jointed,0,0,0,0,1,0,
jointure,0,1,0,0,0,0,
joke,0,0,0,4,10,4,
joker,0,0,0,0,0,6,
jolly,0,0,0,3,7,0,
jolt,0,0,0,0,0,5,
jorum,0,0,0,0,1,0,
jostle,0,0,0,1,3,1,
jostlement,0,0,0,0,0,1,
jot,1,0,0,0,0,0,
jour,0,1,0,0,0,0,
journal,0,0,0,0,0,2,
journey,0,1,0,2,14,25,
jove,0,1,0,0,2,0,
jovial,0,0,0,4,0,0,
joviality,0,0,0,0,1,0,
joy,7,16,0,3,17,6,
joyful,0,5,0,1,2,0,
joyfully,0,0,0,0,1,1,
joyous,0,0,0,0,1,0,
joyously,0,0,0,1,1,0,
joyousness,0,0,0,0,1,0,
judas,0,0,0,0,0,1,
judge,24,0,0,2,18,23,
judgment,9,3,0,2,2,7,
judicious,0,0,0,0,0,1,
judiciously,0,0,0,0,0,2,
judith,0,0,0,0,0,1,
jug,0,0,0,4,3,2,
juggle,0,0,0,1,0,0,
juice,0,1,0,0,0,0,
juicy,0,0,0,2,0,0,
jul,0,117,0,0,0,0,
jule,0,3,0,0,0,0,
juliet,0,68,0,0,0,0,
july,0,0,1,0,0,3,
jumble,0,0,0,0,1,0,
jumbled,0,0,0,0,0,1,
jump,1,0,0,0,17,0,
juncture,0,0,0,0,2,2,
june,0,1,0,0,1,1,
junior,0,0,0,0,1,1,
jupiter,0,0,0,0,0,1,
jury,0,0,0,0,8,32,
juryman,0,0,0,0,4,8,
justice,18,1,0,1,20,8,
justified,0,0,0,1,0,0,
justify,1,1,1,2,4,5,
justly,0,1,0,0,1,1,
juvenile,0,0,0,0,3,0,
kag,0,0,0,0,7,0,
kags,0,0,0,0,2,0,
keen,3,0,0,0,2,1,
keene,0,0,2,0,0,0,
keener,0,0,0,0,0,2,
keenly,0,0,0,3,3,1,
keenness,1,0,0,0,0,1,
keep,17,21,8,21,134,112,
keepe,0,0,20,0,0,0,
keeper,0,0,0,0,10,16,
keepers,0,1,0,0,0,0,
keepes,0,0,3,0,0,0,
keepin,0,0,0,0,0,1,
keeping,0,0,0,0,0,1,
keepsake,0,0,0,1,0,0,
ken,0,0,0,0,4,0,
kenned,0,0,0,1,0,0,
kennel,0,0,0,0,6,2,
kensington,0,0,0,0,2,0,
kep,0,0,0,0,1,1,
kept,0,0,0,0,1,0,
kerchief,0,0,0,1,0,0,
ketch,0,0,0,0,1,0,
kettle,0,0,2,0,2,1,
kew,0,0,0,0,1,0,
key,4,1,1,4,34,18,
keyhole,0,0,0,3,4,0,
kibe,0,0,1,0,0,0,
kick,0,0,0,1,17,4,
kicke,0,0,1,0,0,0,
kicking,0,0,0,0,4,1,
kid,0,0,0,0,4,0,
kidnap,0,0,0,0,2,0,
kidnapping,0,0,0,0,1,0,
kil,0,0,1,0,0,0,
kild,0,0,1,0,0,0,
kill,3,18,10,1,11,10,
kille,0,0,1,0,0,0,
kin,1,1,15,1,0,0,
kinchin,0,0,0,0,4,0,
kinchins,0,0,0,0,1,0,
kind,14,7,2,26,59,46,
kinde,0,0,11,0,0,0,
kindest,1,0,0,0,1,0,
kindle,0,0,1,0,2,2,
kindly,0,1,0,2,10,4,
kindness,3,0,0,2,7,2,
kindre,0,2,0,0,4,2,
kindred,0,1,0,1,0,0,
kine,0,0,0,0,0,1,
king,5,3,180,0,4,32,
kingdom,1,0,0,0,2,0,
kingdome,0,0,5,0,0,0,
kingly,0,0,1,0,0,0,
kings,0,0,1,0,0,0,
kingston,0,0,0,0,2,0,
kinne,0,0,1,0,0,0,
kinsman,1,17,0,0,0,0,
kinsmen,0,1,0,0,0,0,
kiss,5,16,4,7,12,31,
kissing,1,0,1,0,0,0,
kist,0,0,1,0,0,0,
kitchen,0,1,0,2,20,2,
kite,0,0,1,0,0,1,
kith,0,0,0,1,0,0,
kitten,0,0,0,0,2,0,
knack,0,0,0,0,1,0,
knap,1,0,0,0,0,0,
knaue,0,0,6,0,0,0,
knauery,0,0,1,0,0,0,
knauish,0,0,2,0,0,0,
knave,2,5,0,0,0,0,
knavery,0,0,0,0,1,0,
knavish,0,0,0,0,0,1,
knee,0,3,3,7,31,18,
kneed,0,0,0,0,1,0,
kneel,1,0,0,0,5,10,
kneele,0,0,1,0,0,0,
kneeling,0,0,0,0,1,3,
knees,0,0,0,2,1,2,
knell,1,0,0,0,2,0,
knelt,0,0,0,1,2,0,
knew,0,1,0,0,4,6,
knife,4,4,1,2,14,23,
knight,0,2,1,0,0,0,
knit,0,1,0,0,1,44,
knitted,0,0,0,0,0,1,
knitting,0,0,0,0,0,23,
knock,1,9,1,7,34,7,
knocke,0,0,1,0,0,0,
knocked,0,0,0,1,0,1,
knocker,0,0,0,7,1,0,
knockt,0,0,1,0,0,0,
knot,0,1,0,2,6,10,
knotted,0,0,0,0,1,1,
knottiest,0,0,0,0,1,0,
knotty,0,0,1,0,0,1,
know,60,48,79,99,439,399,
knowe,0,0,4,0,0,0,
knowest,0,1,0,0,0,0,
knowing,0,0,0,1,0,3,
knowledge,1,0,2,3,5,20,
known,0,0,1,0,0,3,
knowne,0,0,7,0,0,0,
knuckle,0,0,0,0,2,5,
kramer,0,1,0,0,0,0,
la,0,0,2,0,0,30,
laban,2,0,0,0,0,0,
label,0,1,0,0,0,0,
laboriously,0,0,0,0,0,1,
labour,1,1,3,4,13,8,
laboured,0,0,0,0,0,1,
labourer,0,0,1,1,4,1,
labours,0,0,0,0,1,0,
labyrinth,0,0,0,0,2,0,
lace,0,1,0,4,3,1,
laced,0,0,0,0,4,2,
lack,4,1,2,0,1,0,
lacke,0,0,5,0,0,0,
laconic,0,0,0,0,0,1,
lacquey,0,0,0,0,0,1,
lad,0,0,1,3,20,0,
ladder,0,1,0,1,8,1,
laden,0,0,0,5,9,2,
ladie,0,0,1,0,0,0,
lading,1,0,0,0,0,0,
ladiship,0,0,1,0,0,0,
ladle,0,0,0,0,2,0,
lady,29,82,14,2,260,61,
ladybird,0,1,0,0,0,12,
ladyship,1,1,0,0,0,0,
laer,0,0,60,0,0,0,
laerte,0,0,33,0,0,0,
laertes,0,0,2,0,0,0,
lag,0,0,0,0,6,1,
lagging,0,0,0,0,1,0,
laide,0,0,2,0,0,0,
lain,0,2,0,0,2,3,
laine,0,0,1,0,0,0,
lair,0,0,0,0,1,0,
lairy,0,0,0,0,1,0,
lake,1,0,0,1,1,1,
lamb,2,4,0,0,3,0,
lame,0,1,0,1,3,4,
lamed,0,0,0,0,1,0,
lament,0,1,2,0,2,2,
lamentable,0,5,0,0,1,0,
lamentation,0,2,0,1,5,1,
lamenting,0,0,0,0,0,1,
lamma,0,1,0,0,0,0,
lammas,0,1,0,0,0,0,
lammastide,0,1,0,0,0,0,
lamound,0,0,1,0,0,0,
lamp,0,2,0,6,16,34,
lamplight,0,0,0,1,0,1,
lamplighter,0,0,0,2,0,3,
lamps,0,0,0,0,0,1,
land,3,0,9,2,5,13,
landing,0,0,0,0,3,0,
landlady,0,0,0,0,1,2,
landlesse,0,0,1,0,0,0,
landlord,0,0,0,0,9,1,
landscape,0,0,0,0,1,4,
lane,0,1,0,5,15,4,
language,1,1,0,2,1,8,
languid,0,0,0,0,1,0,
languidly,0,0,0,0,5,1,
languish,0,1,0,0,2,3,
languor,0,0,0,0,1,0,
lank,0,0,0,0,1,0,
lanke,0,0,1,0,0,0,
lantern,0,0,0,0,18,5,
lanthorn,0,2,0,0,0,0,
laocoon,0,0,0,1,0,0,
lap,0,1,3,0,1,1,
lappel,0,0,0,0,1,0,
lapse,0,0,0,0,2,1,
lapwing,0,0,1,0,0,0,
lar,0,0,0,0,0,1,
larceny,0,0,0,0,1,0,
lard,0,0,2,0,0,0,
large,0,1,1,12,65,43,
largely,0,0,0,0,1,0,
lark,1,6,0,0,1,0,
lash,0,1,1,1,3,3,
last,8,10,18,38,113,146,
lastly,1,0,0,0,0,1,
latch,0,0,0,0,1,0,
late,3,12,10,4,24,23,
lately,1,1,0,1,1,4,
lateness,0,0,0,1,0,0,
latent,0,0,0,2,1,5,
later,0,0,1,2,1,7,
lath,0,1,0,1,0,1,
latin,1,0,0,0,0,1,
latitudes,0,0,0,0,0,1,
latter,1,0,0,4,22,15,
lattice,0,0,0,0,5,2,
laudable,0,0,0,0,1,3,
laudanum,0,0,0,0,4,1,
laugh,5,4,6,36,71,23,
laughable,1,0,0,0,0,0,
laughing,0,0,0,3,2,0,
laughingly,0,0,0,0,0,1,
laughter,1,0,0,3,9,1,
lauk,0,0,0,0,2,0,
launcelet,83,0,0,0,0,0,
launch,0,0,0,0,1,0,
laundress,0,0,0,4,0,0,
laur,0,4,0,0,0,0,
laura,0,1,0,0,0,0,
laurence,0,22,0,0,0,0,
lave,0,0,0,0,0,1,
lavender,0,0,0,0,1,0,
lavish,0,0,0,0,1,1,
law,37,14,10,11,38,45,
lawe,0,0,1,0,0,0,
lawful,1,0,1,0,0,1,
lawfully,1,0,0,0,0,0,
lawless,0,0,0,0,0,1,
lawlesse,0,0,1,0,0,0,
lawn,0,0,0,0,3,0,
lawyer,1,1,2,0,2,1,
lay,4,11,6,10,82,89,
layer,0,0,0,0,2,0,
layes,0,0,1,0,0,0,
lazar,0,0,1,0,0,0,
lazy,0,2,0,0,4,1,
lazybone,0,0,0,0,1,0,
le,1,0,0,0,0,0,
lead,12,8,6,9,71,31,
leade,0,0,1,0,0,0,
leaden,2,0,0,0,1,0,
leader,0,0,0,0,2,6,
leaf,0,1,0,1,2,5,
leafless,0,0,0,1,1,2,
league,0,0,0,1,0,10,
leah,1,0,0,0,0,0,
leaky,0,0,0,0,1,0,
lean,1,2,1,2,17,28,
leane,0,0,1,0,0,0,
leaning,0,0,0,1,0,2,
leant,0,0,0,0,5,0,
leap,1,3,2,3,5,3,
leaperous,0,0,1,0,0,0,
leaps,1,0,0,0,0,0,
leapt,0,1,0,0,0,0,
learn,14,8,1,5,5,14,
learning,1,0,0,0,0,0,
learnt,0,1,0,0,4,1,
least,1,1,4,4,27,20,
leastway,0,0,0,0,1,1,
leasure,0,0,1,0,0,0,
leather,0,0,0,0,4,2,
leathern,0,0,0,0,3,3,
leaue,0,0,30,0,0,0,
leave,36,26,12,42,180,153,
leaving,0,0,0,0,2,0,
lectur,0,0,0,0,1,0,
lecture,0,0,1,0,1,0,
ledge,0,0,0,0,0,3,
ledger,0,0,0,1,0,1,
lee,0,0,0,0,1,2,
leech,0,0,0,1,0,0,
leeford,0,0,0,0,4,0,
leer,0,0,0,0,5,0,
leetle,0,0,0,0,4,0,
left,0,0,0,3,21,15,
leg,1,4,1,9,39,13,
legal,2,4,4,2,5,4,
legally,1,0,1,1,2,1,
legatee,0,0,0,1,0,0,
legend,0,0,0,0,0,2,
legge,0,0,0,0,0,1,
legged,0,0,0,0,2,0,
legging,0,0,0,0,1,0,
legibly,0,0,0,0,0,1,
legion,0,0,0,1,0,0,
legislation,0,0,0,0,0,1,
leige,0,0,1,0,0,0,
leigh,0,0,0,0,1,0,
leisure,3,2,1,0,4,3,
leisurely,0,0,0,0,0,7,
lemon,0,0,0,2,0,1,
lend,11,7,4,0,4,1,
lender,0,0,1,0,0,0,
length,1,0,4,7,70,23,
lengthen,0,1,0,0,2,3,
lengthened,0,0,0,0,1,0,
leniency,0,0,0,0,1,0,
lenient,0,0,0,0,0,1,
leniently,0,0,0,0,1,0,
lenity,0,1,0,0,0,0,
lent,0,1,0,0,0,0,
lenten,0,1,0,0,0,0,
lenton,0,0,1,0,0,0,
leonardo,5,0,0,0,0,0,
leonora,0,0,0,0,0,1,
leprosy,0,0,0,0,0,1,
less,6,7,2,7,37,40,
lesse,0,0,7,0,0,0,
lessen,0,1,0,0,2,1,
lesson,0,0,1,3,3,0,
lest,4,4,2,1,8,2,
let,71,56,110,27,137,111,
letcherous,0,0,1,0,0,0,
lethargic,0,0,0,0,0,1,
lethargy,0,0,0,0,0,2,
lethe,0,0,1,0,0,0,
letter,22,20,12,3,18,46,
letting,0,0,0,0,0,1,
lettuce,0,0,0,1,0,0,
leuell,0,0,1,0,0,0,
leuie,0,0,2,0,0,0,
leuies,0,0,1,0,0,0,
level,1,2,1,0,5,2,
levity,0,0,0,0,1,1,
lewd,1,0,0,0,0,0,
lewdnesse,0,0,1,0,0,0,
lewis,0,0,0,0,0,3,
leysure,0,0,2,0,0,0,
li,0,1,2,0,4,0,
lia,0,1,0,0,0,0,
liability,3,2,4,3,3,3,
liable,1,0,0,2,2,2,
liar,0,1,0,0,4,1,
libel,0,0,0,0,1,0,
liberal,3,0,0,1,4,1,
liberality,0,0,0,2,2,2,
liberall,0,0,3,0,0,0,
libertie,0,0,1,0,0,0,
libertine,0,0,1,0,0,0,
liberty,0,3,4,0,7,20,
library,1,16,0,1,1,1,
license,19,4,3,18,21,20,
licha,1,0,0,0,0,0,
lick,0,3,0,0,3,1,
lid,0,0,1,1,4,2,
lie,19,48,12,17,92,80,
liege,0,1,3,0,0,0,
liest,0,1,2,0,0,0,
lieu,4,0,0,2,4,4,
lieutenant,0,0,0,0,0,3,
lieve,0,1,0,0,0,0,
life,23,29,33,28,121,173,
lifeless,0,0,0,0,2,2,
lifer,0,0,0,0,3,0,
lifetime,0,0,0,1,0,1,
lift,0,1,1,1,11,22,
lifting,0,0,0,1,1,3,
ligature,0,0,0,0,0,1,
light,10,30,14,41,122,131,
lighted,0,0,0,1,1,0,
lighten,0,0,0,0,1,3,
lightens,0,1,0,0,0,0,
lighter,0,0,0,0,0,2,
lighthouse,0,0,0,1,0,0,
lighting,0,0,0,0,3,2,
lightly,0,1,0,2,5,7,
